,module_id,gene_id,gene_name,seqid,strand,lsv_id,event_id,complex,module_event_combination,denovo,junction_name,junctions_coords,event_non_changing,event_changing,junction_changing,refPSI,KDSoma_median_psi,deltaPSI,prob,padjust,event,abs(deltaPSI)
388,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8400443-8400486,ENSG00000280441.3_1_ale_12278,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8400486-8446686,FALSE,FALSE,TRUE,0.003,0.212,0.183,1,0,AFE/ALE,0.183
389,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8400565-8400587,ENSG00000280441.3_1_CE_265,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,C1_A,chr21:8400587-8443297,FALSE,FALSE,TRUE,0.001,0.249,0.232,1,0,cassette,0.232
390,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8401117-8401135,ENSG00000280441.3_1_MES_1351,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.035,0.271,0.233,0.992,0.001,cassette,0.233
391,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8401151-8401173,ENSG00000280441.3_1_CE_288,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,C1_A,chr21:8401173-8431419,FALSE,FALSE,TRUE,0.003,0.198,0.173,1,0,cassette,0.173
392,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8401476-8401509,ENSG00000280441.3_1_MES_1405,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.005,0.128,0.104,0.953,0.024,cassette,0.104
393,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8401742-8401796,ENSG00000280441.3_1_MES_1438,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.022,0.276,0.246,1,0,cassette,0.246
394,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8402597-8402711,ENSG00000280441.3_1_MES_1511,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0.036,0.253,0.194,0.907,0.009,cassette,0.194
395,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8404112-8405441,ENSG00000280441.3_1_MES_1523,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0.016,0.13,0.104,0.922,0.04,cassette,0.104
396,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8405960-8406082,ENSG00000280441.3_1_MES_1539,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.156,0.131,0.993,0.003,cassette,0.131
397,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8408846-8408857,ENSG00000280441.3_1_MES_1593,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.139,0.117,0.986,0.006,cassette,0.117
398,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8409544-8409549,ENSG00000280441.3_1_MES_1624,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.002,0.206,0.189,0.988,0.003,cassette,0.189
399,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8409544-8409549,ENSG00000280441.3_1_MES_1629,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.002,0.222,0.209,0.994,0.001,cassette,0.209
400,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8410648-8410732,ENSG00000280441.3_1_MES_1650,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.234,0.215,1,0,cassette,0.215
401,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8417872-8418328,ENSG00000280441.3_1_MES_1684,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.295,0.27,1,0,cassette,0.27
402,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8418597-8418604,ENSG00000280441.3_1_MES_1699,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0.029,0.156,0.135,0.939,0.015,cassette,0.135
403,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8420956-8421390,ENSG00000280441.3_1_MES_1714,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.026,0.212,0.193,0.982,0.004,cassette,0.193
404,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8423329-8424789,ENSG00000280441.3_1_MES_1746,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.045,0.236,0.211,0.992,0.002,cassette,0.211
405,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8424837-8425031,ENSG00000280441.3_1_MES_1752,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.048,0.224,0.18,0.982,0.005,cassette,0.18
406,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8425480-8425688,ENSG00000280441.3_1_MES_1779,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.15,0.133,0.976,0.01,cassette,0.133
407,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8426093-8426419,ENSG00000280441.3_1_MES_1786,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.145,0.134,0.952,0.018,cassette,0.134
408,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8426093-8426419,ENSG00000280441.3_1_MES_1789,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.422,0.401,1,0,cassette,0.401
409,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8426744-8427059,ENSG00000280441.3_1_MES_1807,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.395,0.383,1,0,cassette,0.383
410,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8428598-8429273,ENSG00000280441.3_1_MES_1854,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.232,0.211,1,0,cassette,0.211
411,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8428598-8429273,ENSG00000280441.3_1_MES_1859,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.261,0.231,0.997,0,cassette,0.231
412,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8433054-8433116,ENSG00000280441.3_1_MES_1909,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.193,0.168,0.981,0.005,cassette,0.168
413,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8433054-8433116,ENSG00000280441.3_1_MES_1915,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.011,0.286,0.264,1,0,cassette,0.264
414,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8433423-8433570,ENSG00000280441.3_1_MES_1927,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0.024,0.137,0.111,0.927,0.03,cassette,0.111
415,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8433582-8433686,ENSG00000280441.3_1_MES_1932,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.007,0.228,0.191,0.955,0.006,cassette,0.191
416,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8433582-8433686,ENSG00000280441.3_1_MES_1935,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.007,0.385,0.33,0.995,0,cassette,0.33
417,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8434535-8434545,ENSG00000280441.3_1_MES_1965,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.588,0.576,1,0,cassette,0.576
418,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8434880-8434938,ENSG00000280441.3_1_MES_1981,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.175,0.147,0.991,0.003,cassette,0.147
419,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8434977-8435058,ENSG00000280441.3_1_MES_1991,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.024,0.274,0.248,0.977,0.002,cassette,0.248
420,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8435533-8435711,ENSG00000280441.3_1_MES_2031,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0.003,0.208,0.173,0.945,0.011,cassette,0.173
421,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8435533-8435711,ENSG00000280441.3_1_MES_2032,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.003,0.293,0.268,1,0,cassette,0.268
422,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8436151-8436275,ENSG00000280441.3_1_MES_2072,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.141,0.116,0.954,0.021,cassette,0.116
423,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8438153-8438202,ENSG00000280441.3_1_MES_2183,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.006,0.425,0.394,1,0,cassette,0.394
424,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8439741-8439801,ENSG00000280441.3_1_MES_2265,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.007,0.251,0.224,0.998,0,cassette,0.224
425,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8440443-8440443,ENSG00000280441.3_1_MES_2326,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.338,0.3,0.996,0,cassette,0.3
426,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8440479-8440666,ENSG00000280441.3_1_MES_2324,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.004,0.251,0.233,0.999,0,cassette,0.233
427,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8440479-8440666,ENSG00000280441.3_1_ale_11030,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8440443-8445418,FALSE,FALSE,TRUE,0.001,0.338,0.3,0.996,0,AFE/ALE,0.3
428,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8441880-8441893,ENSG00000280441.3_1_MES_2402,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.015,0.438,0.416,1,0,cassette,0.416
429,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8442923-8442956,ENSG00000280441.3_1_MES_2483,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.008,0.993,0.973,1,0,cassette,0.973
430,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8444394-8444411,ENSG00000280441.3_1_MES_2529,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.005,0.207,0.183,0.988,0.003,cassette,0.183
431,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8444719-8444817,ENSG00000280441.3_1_ale_12783,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8444817-8446154,FALSE,FALSE,TRUE,0.001,0.176,0.149,0.958,0.009,AFE/ALE,0.149
432,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8444825-8444885,ENSG00000280441.3_1_MES_2542,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.003,0.176,0.149,0.966,0.012,cassette,0.149
433,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8381919,ENSG00000280441.3_1_ale_1470,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8381919-8393116,FALSE,TRUE,TRUE,0.001,0.824,0.815,1,0,AFE/ALE,0.815
434,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8382504,ENSG00000280441.3_1_mxe_292,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,C1_A2,chr21:8382504-8399745,FALSE,FALSE,TRUE,0,0.313,0.296,1,0,cassette,0.296
435,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8388989,ENSG00000280441.3_1_ale_3828,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8388989-8400884,FALSE,FALSE,TRUE,0,0.586,0.579,1,0,AFE/ALE,0.579
436,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8390320,ENSG00000280441.3_1_ale_237,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8390320-8400815,FALSE,FALSE,FALSE,0.035,0.214,0.168,0.937,0.011,AFE/ALE,0.168
437,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8390871,ENSG00000280441.3_1_ale_4412,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8390871-8393085,FALSE,TRUE,TRUE,0.001,0.259,0.234,1,0,AFE/ALE,0.234
438,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8390871,ENSG00000280441.3_1_ale_4414,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8390871-8398878,FALSE,FALSE,TRUE,0.007,0.214,0.192,0.991,0.002,AFE/ALE,0.192
439,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8390940,ENSG00000280441.3_1_ale_3996,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8390940-8401017,FALSE,FALSE,TRUE,0.006,0.21,0.176,0.974,0.007,AFE/ALE,0.176
440,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8391471,ENSG00000280441.3_1_ale_2851,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Distal,chr21:8391471-8400806,FALSE,TRUE,TRUE,0.002,0.364,0.339,1,0,AFE/ALE,0.339
441,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8391949,ENSG00000280441.3_1_mxe_583,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,C1_A2,chr21:8391949-8400872,FALSE,FALSE,TRUE,0.006,0.484,0.468,1,0,cassette,0.468
442,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8420820,ENSG00000280441.3_1_ale_6258,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8420820-8438142,FALSE,TRUE,TRUE,0.005,0.72,0.69,1,0,AFE/ALE,0.69
443,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:na-8429930,ENSG00000280441.3_1_CE_332,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,C1_C2,chr21:8429930-8439823,FALSE,FALSE,TRUE,0.001,0.242,-0.21,0.991,0.002,skipping,0.21
444,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:t:8392665-8392668,ENSG00000280441.3_1_A5_11,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8385220-8392665,FALSE,FALSE,TRUE,0.007,0.264,0.239,1,0,AFE/ALE,0.239
445,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:t:8392728-8392731,ENSG00000280441.3_1_pAFE_2224,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8390219-8392731,FALSE,FALSE,TRUE,0.003,0.186,0.16,0.995,0.002,AFE/ALE,0.16
446,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:t:8392744-8392751,ENSG00000280441.3_1_A3A5_1,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,E2_E1_J1,chr21:8381039-8392744,FALSE,FALSE,TRUE,0.007,0.429,0.39,1,0,cassette,0.39
447,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:t:8392752-8392820,ENSG00000280441.3_1_MES_62,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0.001,0.242,0.22,0.989,0.002,cassette,0.22
448,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:t:8392848-8392860,ENSG00000280441.3_1_pAFE_1684,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8389646-8392848,FALSE,FALSE,TRUE,0.026,0.589,0.546,1,0,AFE/ALE,0.546
449,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:t:8392848-8392860,ENSG00000280441.3_1_pAFE_1686,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,TRUE,Proximal,chr21:8390030-8392848,FALSE,FALSE,FALSE,0.001,0.176,0.142,0.926,0.025,AFE/ALE,0.142
